custid,active,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city,days_active,days_conversion,firstorderday,lastorderday,single_day_customer,days_lastorderrecency
8ALS8F,1,2014-01-04,2014-01-04,2014-01-04,10,20.0,0.0,31.0,0.0,1,0,0,Saturday,BLR,0,0,Saturday,Saturday,True,1478
LTQDSC,1,2014-01-04,2014-01-04,2014-01-04,11,9.090909091,0.0,47.2,0.0,1,0,0,Wednesday,BOM,0,0,Saturday,Saturday,True,1478
TJL8ZA,1,2014-01-04,2014-01-04,2014-01-16,8,50.0,12.5,94.7,0.166666667,1,0,1,Monday,MAA,12,0,Saturday,Thursday,False,1466
WC2TWV,1,2014-01-04,2014-01-04,2014-01-20,13,92.30769231,69.23076923,24.0,0.125,1,1,0,Tuesday,BOM,16,0,Saturday,Monday,False,1462
RPE5GX,1,2014-01-02,2014-01-04,2014-01-12,13,100.0,38.46153846,109.3,0.25,1,0,1,Wednesday,BOM,8,2,Saturday,Sunday,False,1470
U756D5,1,2014-01-04,2014-01-04,2014-01-04,9,77.77777778,44.44444444,31.0,0.0,1,0,0,Friday,MAA,0,0,Saturday,Saturday,True,1478
5ZBJG7,1,2014-01-04,2014-01-15,2014-01-15,10,20.0,0.0,52.79,0.0,1,0,0,Friday,DEL,0,11,Wednesday,Wednesday,True,1467
XFFYSN,1,2014-01-04,2014-01-04,2014-01-04,10,90.0,10.0,40.02,0.0,1,0,0,Monday,MAA,0,0,Saturday,Saturday,True,1478
5CUQMC,1,2014-01-04,2014-01-16,2014-01-16,10,100.0,70.0,67.99,0.0,1,0,0,Friday,BOM,0,12,Thursday,Thursday,True,1466
3UH3DQ,1,2014-01-04,2014-01-12,2014-01-12,11,90.90909091,54.54545455,59.51,0.0,1,1,0,Monday,BLR,0,8,Sunday,Sunday,True,1470
2UVKSQ,1,2014-01-04,2014-01-04,2014-01-04,6,50.0,16.66666667,40.0,0.0,1,0,0,Tuesday,MAA,0,0,Saturday,Saturday,True,1478
5YHQVH,1,2014-01-04,2014-01-19,2014-01-19,4,100.0,25.0,60.44,0.0,1,1,0,Friday,BOM,0,15,Sunday,Sunday,True,1463
XE57G7,1,2014-01-04,2014-01-04,2014-01-04,12,41.66666667,16.66666667,40.02,0.0,1,1,0,Monday,BOM,0,0,Saturday,Saturday,True,1478
2937MJ,1,2014-01-04,2014-01-04,2014-01-04,11,63.63636364,18.18181818,40.02,0.0,1,1,0,Monday,DEL,0,0,Saturday,Saturday,True,1478
DMRLRV,1,2014-01-04,2014-01-04,2014-01-19,16,18.75,6.25,37.94,0.2,1,1,0,Monday,DEL,15,0,Saturday,Sunday,False,1463
ZNKP8G,1,2014-01-05,2014-01-05,2014-01-05,10,60.0,10.0,76.25,0.0,1,0,0,Monday,MAA,0,0,Sunday,Sunday,True,1477
2DJFDX,1,2014-01-05,2014-01-05,2014-01-05,10,30.0,10.0,40.02,0.0,1,1,0,Monday,BOM,0,0,Sunday,Sunday,True,1477
R4K27P,1,2014-01-05,2014-01-05,2014-01-12,17,47.05882353,17.64705882,36.92,0.428571429,1,1,0,Monday,DEL,7,0,Sunday,Sunday,False,1470
8HUYMC,1,2014-01-02,2014-01-05,2014-01-05,12,58.33333333,16.66666667,56.48,0.0,1,0,1,Monday,BLR,0,3,Sunday,Sunday,True,1477
G88WTU,1,2014-01-05,2014-01-07,2014-01-14,12,25.0,8.333333332999999,55.97,0.28571428600000004,1,1,0,Wednesday,DEL,7,2,Tuesday,Tuesday,False,1468
TS7QGR,1,2013-12-13,2014-01-08,2014-01-08,7,85.71428571,14.28571429,53.02,0.0,1,0,0,Wednesday,BOM,0,26,Wednesday,Wednesday,True,1474
C2TGW9,1,2014-01-03,2014-01-05,2014-01-05,10,60.0,0.0,40.02,0.0,1,0,0,Tuesday,BOM,0,2,Sunday,Sunday,True,1477
LJASTZ,1,2014-01-05,2014-01-05,2014-01-05,8,50.0,12.5,40.02,0.0,1,0,0,Monday,DEL,0,0,Sunday,Sunday,True,1477
3YGF4F,1,2014-01-05,2014-01-05,2014-01-14,19,73.68421053,42.10526316,92.89,0.333333333,1,1,0,Monday,DEL,9,0,Sunday,Tuesday,False,1468
JR2VNL,1,2014-01-05,2014-01-05,2014-01-12,12,91.66666667,0.0,54.2,0.28571428600000004,1,0,0,Wednesday,DEL,7,0,Sunday,Sunday,False,1470
E522D9,1,2014-01-05,2014-01-05,2014-01-12,13,38.46153846,0.0,95.46,0.28571428600000004,1,0,0,Monday,MAA,7,0,Sunday,Sunday,False,1470
WZW2EN,1,2014-01-05,2014-01-05,2014-01-18,10,100.0,30.0,72.02,0.153846154,1,0,0,Tuesday,MAA,13,0,Sunday,Saturday,False,1464
E5GAHH,1,2014-01-05,2014-01-05,2014-01-05,9,77.77777778,44.44444444,62.3,0.0,1,0,0,Thursday,BOM,0,0,Sunday,Sunday,True,1477
5J3VA3,1,2014-01-05,2014-01-06,2014-01-12,13,100.0,7.692307692000001,68.67,0.333333333,1,0,0,Tuesday,BLR,6,1,Monday,Sunday,False,1470
C7JE6F,1,2014-01-05,2014-01-05,2014-01-05,9,77.77777778,0.0,40.0,0.0,1,1,1,Monday,MAA,0,0,Sunday,Sunday,True,1477
Z3NHZP,1,2014-01-05,2014-01-05,2014-01-05,9,33.33333333,0.0,119.71,0.0,1,0,0,Monday,MAA,0,0,Sunday,Sunday,True,1477
JAQRX3,1,2014-01-05,2014-01-05,2014-01-05,8,100.0,12.5,50.28,0.0,1,0,0,Monday,MAA,0,0,Sunday,Sunday,True,1477
SW6QM3,1,2014-01-05,2014-01-05,2014-01-05,9,100.0,66.66666667,40.02,0.0,1,1,0,Monday,BOM,0,0,Sunday,Sunday,True,1477
3WZNPZ,1,2014-01-05,2014-01-05,2014-01-05,4,25.0,25.0,40.02,0.0,1,0,0,Tuesday,BOM,0,0,Sunday,Sunday,True,1477
DTR78V,1,2014-01-05,2014-01-09,2014-01-09,4,25.0,25.0,56.25,0.0,1,0,0,Wednesday,MAA,0,4,Thursday,Thursday,True,1473
L32UB3,1,2014-01-05,2014-01-06,2014-01-06,8,12.5,12.5,41.46,0.0,1,0,0,Tuesday,BOM,0,1,Monday,Monday,True,1476
G8BMR3,1,2014-01-01,2014-01-05,2014-01-05,9,22.22222222,11.11111111,25.0,0.0,1,0,0,Tuesday,MAA,0,4,Sunday,Sunday,True,1477
2U22RY,1,2014-01-05,2014-01-05,2014-01-05,9,0.0,0.0,52.2,0.0,1,0,0,Tuesday,BOM,0,0,Sunday,Sunday,True,1477
PW7LRP,0,2014-01-05,2014-01-05,2014-01-05,6,100.0,16.66666667,40.02,0.0,1,1,0,Friday,BOM,0,0,Sunday,Sunday,True,1477
QSQ9YH,1,2014-01-04,2014-01-05,2014-01-05,8,100.0,12.5,59.81,0.0,1,0,0,Tuesday,DEL,0,1,Sunday,Sunday,True,1477
LRG5C8,1,2014-01-05,2014-01-16,2014-01-16,3,100.0,0.0,40.02,0.0,1,1,0,Tuesday,BOM,0,11,Thursday,Thursday,True,1466
SLLE93,1,2014-01-05,2014-01-12,2014-01-12,13,30.76923077,15.38461538,44.79,0.0,1,0,0,Monday,BLR,0,7,Sunday,Sunday,True,1470
TNT4AX,1,2014-01-05,2014-01-05,2014-01-05,9,55.55555556,0.0,84.29,0.0,1,0,0,Monday,DEL,0,0,Sunday,Sunday,True,1477
NMTNR2,1,2011-03-14,2011-04-22,2013-05-05,3,0.0,0.0,86.83,0.017473118,0,0,0,Monday,DEL,744,39,Friday,Sunday,False,1722
JA8L8Y,1,2014-01-05,2014-01-05,2014-01-05,8,75.0,37.5,40.02,0.0,1,1,0,Friday,BOM,0,0,Sunday,Sunday,True,1477
KUNDZU,1,2014-01-05,2014-01-06,2014-01-06,10,60.0,20.0,368.17,0.0,1,0,0,Tuesday,BOM,0,1,Monday,Monday,True,1476
7HWA7H,1,2014-01-05,2014-01-05,2014-01-05,9,0.0,0.0,51.33,0.0,1,0,0,Tuesday,BOM,0,0,Sunday,Sunday,True,1477
HW7XSZ,1,2014-01-05,2014-01-05,2014-01-05,8,75.0,37.5,40.02,0.0,1,1,0,Wednesday,DEL,0,0,Sunday,Sunday,True,1477
FG8PKY,1,2014-01-06,2014-01-06,2014-01-06,9,33.33333333,0.0,40.02,0.0,1,1,0,Monday,BOM,0,0,Monday,Monday,True,1476
J6XXDN,1,2014-01-12,2014-01-12,2014-01-12,10,50.0,40.0,85.23,0.0,1,0,0,Tuesday,MAA,0,0,Sunday,Sunday,True,1470
PMN9LY,1,2014-01-06,2014-01-06,2014-01-06,11,45.45454545,18.18181818,35.95,0.0,1,0,0,Tuesday,MAA,0,0,Monday,Monday,True,1476
WSTQTN,1,2014-01-06,2014-01-06,2014-01-06,10,10.0,10.0,35.02,0.0,1,0,0,Saturday,MAA,0,0,Monday,Monday,True,1476
HXGPQC,1,2014-01-06,2014-01-06,2014-01-07,10,40.0,0.0,40.0,2.0,1,0,0,Tuesday,BOM,1,0,Monday,Tuesday,False,1475
MB9KRZ,1,2013-12-04,2014-01-17,2014-01-17,7,57.14285714,42.85714286,83.28,0.0,0,0,0,Monday,BOM,0,44,Friday,Friday,True,1465
H528UD,1,2014-01-06,2014-01-06,2014-01-06,12,91.66666667,25.0,52.06,0.0,0,1,1,Tuesday,MAA,0,0,Monday,Monday,True,1476
J38Q4Q,1,2014-01-06,2014-01-06,2014-01-06,9,55.55555556,11.11111111,40.0,0.0,1,0,0,Wednesday,MAA,0,0,Monday,Monday,True,1476
36CNM8,1,2014-01-06,2014-01-06,2014-01-16,13,84.61538462,46.15384615,40.71,0.2,1,0,0,Friday,MAA,10,0,Monday,Thursday,False,1466
B62XB4,1,2014-01-06,2014-01-12,2014-01-12,9,88.88888889,33.33333333,25.62,0.0,1,0,0,Tuesday,MAA,0,6,Sunday,Sunday,True,1470
7N8SWQ,1,2013-12-16,2014-01-06,2014-01-06,11,100.0,27.27272727,46.94,0.0,1,1,1,Monday,MAA,0,21,Monday,Monday,True,1476
8V69UQ,1,2014-01-06,2014-01-06,2014-01-06,9,55.55555556,11.11111111,35.0,0.0,1,0,0,Friday,MAA,0,0,Monday,Monday,True,1476
QMB26S,1,2014-01-06,2014-01-06,2014-01-06,11,81.81818182,36.36363636,40.02,0.0,1,1,0,Tuesday,BOM,0,0,Monday,Monday,True,1476
63VRR5,1,2014-01-06,2014-01-06,2014-01-06,9,22.22222222,0.0,40.0,0.0,1,1,0,Monday,MAA,0,0,Monday,Monday,True,1476
8P9Z8P,1,2014-01-06,2014-01-06,2014-01-06,10,100.0,90.0,53.52,0.0,1,0,0,Friday,BOM,0,0,Monday,Monday,True,1476
XC5Y2D,0,2014-01-04,2014-01-06,2014-01-06,8,50.0,12.5,40.02,0.0,1,0,0,Friday,DEL,0,2,Monday,Monday,True,1476
AMVTKQ,1,2014-01-06,2014-01-06,2014-01-06,9,22.22222222,11.11111111,35.0,0.0,1,0,0,Tuesday,MAA,0,0,Monday,Monday,True,1476
MTGWH5,1,2014-01-06,2014-01-06,2014-01-13,11,72.72727273,63.63636364,79.97,0.28571428600000004,1,0,0,Tuesday,MAA,7,0,Monday,Monday,False,1469
ULKD25,1,2014-01-06,2014-01-06,2014-01-06,9,66.66666667,22.22222222,35.0,0.0,1,0,0,Saturday,MAA,0,0,Monday,Monday,True,1476
QHG94P,1,2014-01-06,2014-01-06,2014-01-15,15,100.0,26.66666667,48.48,0.333333333,1,1,0,Wednesday,MAA,9,0,Monday,Wednesday,False,1467
FAHFGK,1,2014-01-06,2014-01-06,2014-01-06,8,75.0,37.5,31.02,0.0,1,0,0,Friday,MAA,0,0,Monday,Monday,True,1476
WSGLRE,1,2014-01-06,2014-01-06,2014-01-06,6,66.66666667,16.66666667,29.0,0.0,1,0,0,Tuesday,MAA,0,0,Monday,Monday,True,1476
44AKJC,1,2014-01-06,2014-01-06,2014-01-06,9,11.11111111,0.0,35.0,0.0,1,0,0,Tuesday,MAA,0,0,Monday,Monday,True,1476
NUZHB7,1,2014-01-06,2014-01-06,2014-01-06,9,0.0,0.0,35.0,0.0,1,0,0,Monday,MAA,0,0,Monday,Monday,True,1476
9GWTUN,1,2014-01-06,2014-01-10,2014-01-10,9,77.77777778,0.0,40.02,0.0,1,0,0,Tuesday,BOM,0,4,Friday,Friday,True,1472
V3S22Y,1,2013-11-12,2014-01-06,2014-01-06,10,40.0,20.0,113.69,0.0,1,1,0,Tuesday,BOM,0,55,Monday,Monday,True,1476
TSA5L8,1,2014-01-06,2014-01-07,2014-01-07,8,37.5,12.5,77.25,0.0,1,0,0,Wednesday,BOM,0,1,Tuesday,Tuesday,True,1475
XFT3H7,1,2014-01-06,2014-01-06,2014-01-06,9,88.88888889,11.11111111,35.02,0.0,1,0,0,Friday,DEL,0,0,Monday,Monday,True,1476
AMDAML,1,2014-01-06,2014-01-06,2014-01-06,9,0.0,0.0,35.02,0.0,1,0,0,Thursday,DEL,0,0,Monday,Monday,True,1476
C938JH,1,2014-01-06,2014-01-06,2014-01-06,12,33.33333333,8.333333332999999,35.02,0.0,1,0,0,Monday,DEL,0,0,Monday,Monday,True,1476
9D9EWK,1,2014-01-06,2014-01-06,2014-01-06,9,44.44444444,0.0,40.02,0.0,1,0,1,Wednesday,MAA,0,0,Monday,Monday,True,1476
ES6A7W,1,2014-01-06,2014-01-13,2014-01-13,7,14.28571429,14.28571429,40.0,0.0,1,1,0,Saturday,BLR,0,7,Monday,Monday,True,1469
TULN2H,1,2014-01-06,2014-01-06,2014-01-06,8,75.0,25.0,38.13,0.0,1,0,0,Tuesday,BOM,0,0,Monday,Monday,True,1476
S96WPL,1,2014-01-06,2014-01-06,2014-01-06,10,30.0,20.0,35.02,0.0,1,0,0,Monday,DEL,0,0,Monday,Monday,True,1476
VZMZA9,1,2014-01-06,2014-01-06,2014-01-06,9,11.11111111,0.0,40.02,0.0,1,0,0,Wednesday,BOM,0,0,Monday,Monday,True,1476
GZAXWM,1,2014-01-06,2014-01-06,2014-01-06,9,22.22222222,0.0,29.02,0.0,1,0,0,Thursday,DEL,0,0,Monday,Monday,True,1476
EYPRNM,1,2014-01-06,2014-01-06,2014-01-06,4,75.0,25.0,35.0,0.0,1,0,0,Tuesday,BLR,0,0,Monday,Monday,True,1476
HKVPYB,1,2014-01-06,2014-01-06,2014-01-06,12,66.66666667,50.0,35.02,0.0,1,0,0,Friday,DEL,0,0,Monday,Monday,True,1476
YPC39T,1,2014-01-06,2014-01-06,2014-01-06,12,16.66666667,8.333333332999999,40.02,0.0,1,0,0,Friday,BOM,0,0,Monday,Monday,True,1476
ACC2PB,1,2014-01-06,2014-01-08,2014-01-08,9,55.55555556,11.11111111,67.92,0.0,1,0,0,Monday,BLR,0,2,Wednesday,Wednesday,True,1474
FDBHPB,1,2014-01-06,2014-01-06,2014-01-06,9,33.33333333,22.22222222,35.02,0.0,1,0,0,Wednesday,DEL,0,0,Monday,Monday,True,1476
DHKW4E,1,2014-01-06,2014-01-06,2014-01-06,12,66.66666667,8.333333332999999,35.02,0.0,1,0,0,Monday,DEL,0,0,Monday,Monday,True,1476
FJ6WDK,1,2014-01-06,2014-01-06,2014-01-06,9,22.22222222,0.0,154.31,0.0,1,0,0,Tuesday,MAA,0,0,Monday,Monday,True,1476
DSSCWM,1,2014-01-06,2014-01-06,2014-01-06,9,55.55555556,11.11111111,35.0,0.0,1,0,0,Monday,BLR,0,0,Monday,Monday,True,1476
ZEKD5Q,1,2014-01-06,2014-01-06,2014-01-06,9,0.0,0.0,31.02,0.0,1,0,0,Monday,DEL,0,0,Monday,Monday,True,1476
NNFU4M,1,2014-01-06,2014-01-06,2014-01-06,8,87.5,37.5,35.0,0.0,1,0,0,Tuesday,BLR,0,0,Monday,Monday,True,1476
Q3VTKJ,1,2014-01-06,2014-01-06,2014-01-06,9,22.22222222,22.22222222,57.22,0.0,1,1,0,Thursday,BOM,0,0,Monday,Monday,True,1476
LU7S24,1,2014-01-06,2014-01-06,2014-01-06,8,75.0,12.5,31.0,0.0,1,0,0,Tuesday,BLR,0,0,Monday,Monday,True,1476
V6GPB8,1,2014-01-06,2014-01-06,2014-01-12,10,50.0,0.0,24.98,0.333333333,1,0,0,Tuesday,BLR,6,0,Monday,Sunday,False,1470
YMNEQZ,1,2014-01-06,2014-01-06,2014-01-06,8,37.5,0.0,35.0,0.0,1,0,0,Tuesday,BLR,0,0,Monday,Monday,True,1476
ZS4Q67,1,2014-01-06,2014-01-06,2014-01-06,9,33.33333333,0.0,35.0,0.0,1,0,0,Tuesday,BLR,0,0,Monday,Monday,True,1476
XZWZK6,1,2014-01-06,2014-01-06,2014-01-06,8,100.0,25.0,35.0,0.0,1,0,0,Tuesday,BLR,0,0,Monday,Monday,True,1476
RMJGQC,1,2014-01-06,2014-01-06,2014-01-06,4,0.0,0.0,31.0,0.0,1,0,0,Thursday,BLR,0,0,Monday,Monday,True,1476
TVN8FC,1,2014-01-06,2014-01-06,2014-01-06,8,37.5,0.0,35.0,0.0,1,0,0,Thursday,BLR,0,0,Monday,Monday,True,1476
HKSUAQ,1,2014-01-06,2014-01-06,2014-01-15,10,20.0,10.0,62.31,0.222222222,1,0,0,Tuesday,BLR,9,0,Monday,Wednesday,False,1467
ESUSLN,1,2014-01-06,2014-01-12,2014-01-12,12,83.33333333,33.33333333,91.58,0.0,1,1,0,Thursday,BOM,0,6,Sunday,Sunday,True,1470
KWC43Q,1,2014-01-06,2014-01-06,2014-01-13,11,81.81818182,9.090909091,35.14,0.28571428600000004,1,0,0,Tuesday,BLR,7,0,Monday,Monday,False,1469
6CFPY5,1,2014-01-06,2014-01-06,2014-01-06,7,85.71428571,0.0,31.0,0.0,1,0,0,Thursday,BLR,0,0,Monday,Monday,True,1476
DPPHXK,1,2014-01-06,2014-01-06,2014-01-06,7,100.0,28.57142857,35.0,0.0,1,0,0,Thursday,BLR,0,0,Monday,Monday,True,1476
9R6PAP,1,2014-01-06,2014-01-06,2014-01-06,9,33.33333333,0.0,40.02,0.0,1,0,0,Tuesday,BOM,0,0,Monday,Monday,True,1476
C56JLL,1,2014-01-06,2014-01-06,2014-01-15,12,58.33333333,16.66666667,123.41,0.222222222,1,0,0,Tuesday,DEL,9,0,Monday,Wednesday,False,1467
5TB87P,1,2014-01-06,2014-01-06,2014-01-15,12,83.33333333,50.0,54.05,0.222222222,1,0,1,Friday,BLR,9,0,Monday,Wednesday,False,1467
22PHWR,1,2014-01-06,2014-01-06,2014-01-06,6,83.33333333,50.0,40.02,0.0,1,1,0,Monday,BOM,0,0,Monday,Monday,True,1476
67BT92,1,2014-01-06,2014-01-06,2014-01-14,12,75.0,16.66666667,60.56,0.25,1,1,0,Wednesday,BOM,8,0,Monday,Tuesday,False,1468
KDD38G,1,2014-01-06,2014-01-06,2014-01-06,9,0.0,0.0,40.02,0.0,1,1,0,Thursday,BOM,0,0,Monday,Monday,True,1476
3DFGMW,1,2014-01-06,2014-01-07,2014-01-07,10,20.0,0.0,191.0,0.0,1,0,0,Wednesday,BOM,0,1,Tuesday,Tuesday,True,1475
TGYPF8,1,2014-01-06,2014-01-06,2014-01-06,8,25.0,0.0,31.02,0.0,1,0,0,Friday,BOM,0,0,Monday,Monday,True,1476
9B2CQ9,1,2014-01-06,2014-01-06,2014-01-06,10,30.0,20.0,84.58,0.0,1,0,1,Tuesday,MAA,0,0,Monday,Monday,True,1476
GHKS8X,1,2014-01-06,2014-01-07,2014-01-15,13,30.76923077,15.38461538,69.04,0.25,1,1,1,Thursday,BLR,8,1,Tuesday,Wednesday,False,1467
6JF2XM,1,2014-01-06,2014-01-06,2014-01-16,11,36.36363636,0.0,44.83,0.2,1,0,0,Tuesday,MAA,10,0,Monday,Thursday,False,1466
CT3CXB,1,2014-01-06,2014-01-06,2014-01-06,9,0.0,0.0,51.78,0.0,0,0,1,Wednesday,MAA,0,0,Monday,Monday,True,1476
2QGWQ9,1,2014-01-06,2014-01-06,2014-01-06,8,50.0,0.0,35.0,0.0,1,0,0,Tuesday,MAA,0,0,Monday,Monday,True,1476
4SD3CC,1,2014-01-03,2014-01-09,2014-01-09,9,33.33333333,11.11111111,51.26,0.0,1,1,0,Friday,BOM,0,6,Thursday,Thursday,True,1473
7SN9C4,1,2014-01-06,2014-01-07,2014-01-07,8,100.0,25.0,81.02,0.0,1,1,0,Friday,BOM,0,1,Tuesday,Tuesday,True,1475
4W89LG,1,2014-01-07,2014-01-07,2014-01-07,9,33.33333333,22.22222222,40.02,0.0,1,0,1,Wednesday,MAA,0,0,Tuesday,Tuesday,True,1475
NJ6JVV,1,2014-01-07,2014-01-07,2014-01-16,18,88.88888889,44.44444444,58.91,0.333333333,1,0,1,Thursday,DEL,9,0,Tuesday,Thursday,False,1466
J2NE6G,1,2014-01-07,2014-01-07,2014-01-09,12,66.66666667,33.33333333,41.79,1.0,1,1,1,Wednesday,BOM,2,0,Tuesday,Thursday,False,1473
62HTQ7,1,2014-01-07,2014-01-07,2014-01-07,9,11.11111111,0.0,66.65,0.0,1,0,1,Wednesday,MAA,0,0,Tuesday,Tuesday,True,1475
GJQVUB,1,2014-01-07,2014-01-07,2014-01-07,8,50.0,12.5,40.02,0.0,1,1,0,Thursday,DEL,0,0,Tuesday,Tuesday,True,1475
HTKNTP,1,2013-12-09,2014-01-07,2014-01-07,9,33.33333333,22.22222222,40.02,0.0,1,0,0,Wednesday,DEL,0,29,Tuesday,Tuesday,True,1475
5CY5JN,1,2014-01-07,2014-01-13,2014-01-13,8,87.5,0.0,47.18,0.0,1,0,0,Tuesday,BOM,0,6,Monday,Monday,True,1469
59GV7T,1,2014-01-07,2014-01-07,2014-01-14,13,61.53846154,15.38461538,38.46,0.28571428600000004,1,0,0,Wednesday,MAA,7,0,Tuesday,Tuesday,False,1468
5KKYPH,1,2014-01-07,2014-01-07,2014-01-07,5,80.0,60.0,40.02,0.0,1,1,0,Wednesday,BOM,0,0,Tuesday,Tuesday,True,1475
55FPP9,1,2014-01-07,2014-01-07,2014-01-07,8,87.5,25.0,40.02,0.0,1,0,0,Wednesday,MAA,0,0,Tuesday,Tuesday,True,1475
29AZZM,1,2014-01-07,2014-01-07,2014-01-07,10,50.0,10.0,45.98,0.0,1,0,0,Tuesday,MAA,0,0,Tuesday,Tuesday,True,1475
3UP6ND,1,2014-01-07,2014-01-07,2014-01-07,9,66.66666667,11.11111111,31.02,0.0,1,0,0,Thursday,MAA,0,0,Tuesday,Tuesday,True,1475
W8SZRD,1,2014-01-07,2014-01-07,2014-01-07,9,22.22222222,0.0,35.02,0.0,1,0,0,Thursday,MAA,0,0,Tuesday,Tuesday,True,1475
EMWH8C,1,2014-01-07,2014-01-07,2014-01-07,9,0.0,0.0,29.02,0.0,1,0,0,Thursday,MAA,0,0,Tuesday,Tuesday,True,1475
XV73GV,1,2014-01-07,2014-01-07,2014-01-07,6,100.0,50.0,40.0,0.0,1,0,0,Thursday,MAA,0,0,Tuesday,Tuesday,True,1475
GYALLK,1,2014-01-07,2014-01-11,2014-01-11,9,55.55555556,22.22222222,78.8,0.0,1,0,0,Wednesday,BLR,0,4,Saturday,Saturday,True,1471
N3MW3P,1,2014-01-07,2014-01-07,2014-01-14,10,60.0,10.0,38.0,0.28571428600000004,1,1,1,Wednesday,MAA,7,0,Tuesday,Tuesday,False,1468
QBWL4S,1,2014-01-03,2014-01-07,2014-01-07,4,0.0,0.0,40.02,0.0,1,1,1,Wednesday,MAA,0,4,Tuesday,Tuesday,True,1475
L6HWTR,1,2014-01-07,2014-01-08,2014-01-08,8,75.0,25.0,40.02,0.0,0,0,0,Thursday,BOM,0,1,Wednesday,Wednesday,True,1474
SX47V7,1,2014-01-07,2014-01-09,2014-01-13,10,40.0,20.0,53.29,0.5,1,0,0,Friday,BOM,4,2,Thursday,Monday,False,1469
5LZJAX,1,2014-01-06,2014-01-07,2014-01-07,5,40.0,0.0,40.02,0.0,1,1,1,Wednesday,MAA,0,1,Tuesday,Tuesday,True,1475
KZL3KB,1,2013-09-17,2014-01-07,2014-01-07,8,87.5,37.5,27.3,0.0,1,0,0,Monday,BLR,0,112,Tuesday,Tuesday,True,1475
XPEUJR,1,2014-01-07,2014-01-07,2014-01-07,9,33.33333333,0.0,40.02,0.0,1,0,0,Thursday,BOM,0,0,Tuesday,Tuesday,True,1475
8W3EWH,1,2014-01-07,2014-01-07,2014-01-07,10,30.0,10.0,40.0,0.0,1,0,1,Thursday,MAA,0,0,Tuesday,Tuesday,True,1475
AGJ3MW,1,2014-01-07,2014-01-07,2014-01-16,12,41.66666667,16.66666667,38.46,0.222222222,1,1,1,Friday,DEL,9,0,Tuesday,Thursday,False,1466
VEAJWQ,1,2014-01-07,2014-01-11,2014-01-20,14,100.0,50.0,54.55,0.222222222,1,0,0,Tuesday,BLR,9,4,Saturday,Monday,False,1462
PMKT74,1,2014-01-07,2014-01-09,2014-01-09,11,81.81818182,36.36363636,53.04,0.0,1,0,0,Friday,MAA,0,2,Thursday,Thursday,True,1473
EGMRMZ,1,2014-01-07,2014-01-07,2014-01-07,8,87.5,12.5,72.84,0.0,1,0,0,Thursday,BLR,0,0,Tuesday,Tuesday,True,1475
A7AWB5,1,2014-01-07,2014-01-07,2014-01-07,8,75.0,0.0,31.0,0.0,1,0,0,Wednesday,BLR,0,0,Tuesday,Tuesday,True,1475
GQ7VTT,1,2014-01-07,2014-01-07,2014-01-07,9,77.77777778,22.22222222,40.02,0.0,1,0,0,Wednesday,MAA,0,0,Tuesday,Tuesday,True,1475
PV2SWQ,1,2014-01-07,2014-01-07,2014-01-07,9,44.44444444,0.0,29.02,0.0,1,0,0,Tuesday,BOM,0,0,Tuesday,Tuesday,True,1475
MFGFDV,1,2014-01-07,2014-01-07,2014-01-07,8,37.5,12.5,40.02,0.0,1,0,0,Wednesday,BOM,0,0,Tuesday,Tuesday,True,1475
5LLYLU,1,2014-01-07,2014-01-19,2014-01-19,4,0.0,0.0,31.02,0.0,1,0,0,Tuesday,BOM,0,12,Sunday,Sunday,True,1463
YU9C4W,1,2014-01-07,2014-01-07,2014-01-07,12,66.66666667,0.0,35.0,0.0,1,0,0,Wednesday,BLR,0,0,Tuesday,Tuesday,True,1475
AZC56P,1,2014-01-07,2014-01-07,2014-01-07,9,44.44444444,22.22222222,35.0,0.0,1,0,0,Wednesday,BLR,0,0,Tuesday,Tuesday,True,1475
UX3G4T,1,2014-01-07,2014-01-07,2014-01-07,8,62.5,37.5,40.02,0.0,1,1,0,Friday,BOM,0,0,Tuesday,Tuesday,True,1475
U5TTL9,1,2014-01-07,2014-01-07,2014-01-12,16,100.0,43.75,75.59,0.6,1,0,1,Wednesday,DEL,5,0,Tuesday,Sunday,False,1470
A4M3AC,1,2014-01-07,2014-01-07,2014-01-07,9,66.66666667,0.0,40.02,0.0,1,0,0,Wednesday,BOM,0,0,Tuesday,Tuesday,True,1475
3DSHBK,1,2014-01-07,2014-01-07,2014-01-07,13,0.0,0.0,31.0,0.0,1,0,0,Wednesday,BLR,0,0,Tuesday,Tuesday,True,1475
U65CV2,1,2014-01-07,2014-01-20,2014-01-20,4,25.0,25.0,35.02,0.0,1,0,0,Wednesday,DEL,0,13,Monday,Monday,True,1462
N33HSR,1,2014-01-07,2014-01-07,2014-01-07,11,54.54545455,27.27272727,104.71,0.0,1,0,0,Monday,DEL,0,0,Tuesday,Tuesday,True,1475
F9XG69,1,2014-01-07,2014-01-07,2014-01-15,12,0.0,0.0,38.46,0.25,1,1,0,Thursday,BOM,8,0,Tuesday,Wednesday,False,1467
K95JUT,1,2014-01-07,2014-01-07,2014-01-07,9,33.33333333,22.22222222,35.0,0.0,1,0,0,Wednesday,BLR,0,0,Tuesday,Tuesday,True,1475
